order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
767656,9143,28,2,8,7.0
1017689,9143,29,4,15,2.0
1812156,9143,30,5,12,1.0
980332,9143,31,2,11,11.0
2326235,9143,32,2,16,7.0
2268389,9143,33,2,9,14.0
2653107,9143,34,3,0,1.0
1322184,9143,35,0,14,4.0
482086,9143,36,4,12,4.0
3407365,9143,37,2,12,12.0
3352189,9143,38,2,22,0.0
4440,9170,1,0,12,
531745,9170,2,6,19,6.0
1503581,9170,3,6,13,7.0
745312,9170,4,5,16,6.0
1444078,9170,5,6,15,8.0
2840515,9170,6,5,16,6.0
2697179,9170,7,1,19,10.0
2161985,9170,8,0,13,6.0
1629841,9170,9,6,14,20.0
587262,9170,10,1,14,9.0
1737435,9170,11,1,15,30.0
1272941,9170,12,1,14,14.0
1346283,9170,13,0,18,27.0
3240068,9170,14,2,22,30.0
1738113,9170,15,0,15,30.0
3357782,9170,16,0,14,14.0
1102296,9170,17,1,15,15.0
481943,9170,18,4,17,10.0
1110207,9170,19,3,22,6.0
1599873,9170,20,3,16,28.0
764269,9266,1,3,20,
760636,9266,2,2,18,13.0
853956,9266,3,4,11,23.0
2839448,9266,4,5,10,22.0
1742234,9266,5,5,15,30.0
169178,9266,6,4,11,30.0
11074,9266,7,5,14,30.0
2699399,9266,8,5,19,30.0
7006,9321,1,1,8,
2059016,9321,2,5,9,4.0
957587,9321,3,2,8,11.0
1227315,9321,4,4,7,9.0
2215917,9321,5,4,8,7.0
3090014,9321,6,4,6,21.0
1152757,9321,7,0,10,3.0
1971706,9321,8,2,10,9.0
923251,9321,9,1,21,6.0
1204884,9321,10,2,8,22.0
956865,9321,11,5,10,10.0
2623905,9321,12,5,13,14.0
2595108,9321,13,2,7,11.0
1486370,9321,14,3,17,8.0
394806,9321,15,2,13,6.0
762451,9321,16,0,12,5.0
12236,9321,17,2,7,9.0
3418635,9321,18,1,16,13.0
1279704,9321,19,0,12,6.0
2192992,9321,20,5,15,5.0
1885514,9321,21,2,11,4.0
1706533,9321,22,0,15,5.0
405878,9321,23,1,17,8.0
1636744,9321,24,4,17,3.0
681298,9321,25,2,15,5.0
3373764,9321,26,1,14,6.0
3084553,9321,27,2,13,8.0
1874054,9321,28,0,15,5.0
555738,9321,29,4,16,4.0
763950,9338,1,6,7,
1620709,9338,2,6,15,7.0
3039564,9338,3,6,10,28.0
505747,9338,4,0,14,8.0
1028267,9338,5,6,10,6.0
1688281,9338,6,5,16,6.0
2745458,9338,7,6,10,8.0
2891166,9338,8,5,18,6.0
731352,9338,9,6,13,15.0
1720444,9338,10,6,13,14.0
3382003,9338,11,6,12,14.0
1407792,9338,12,5,12,13.0
1966629,9338,13,6,21,8.0
894956,9338,14,6,23,7.0
1586578,9338,15,4,22,5.0
2137745,9338,16,3,16,6.0
868769,9338,17,5,20,9.0
2215651,9338,18,5,17,7.0
1194226,9338,19,6,7,8.0
1679065,9338,20,6,13,14.0
228157,9338,21,5,18,30.0
1115273,9338,22,6,0,15.0
2351510,9338,23,5,14,13.0
1207241,9338,24,4,8,6.0
2474593,9338,25,6,13,30.0
2917723,9338,26,0,10,8.0
1631758,9338,27,6,17,6.0
2991702,9338,28,5,13,13.0
706607,9338,29,5,10,14.0
2924310,9372,1,3,13,
213505,9372,2,1,9,5.0
2202391,9372,3,1,9,7.0
3277667,9372,4,2,14,8.0
2911055,9372,5,2,11,14.0
1907323,9372,6,3,15,1.0
3096232,9372,7,4,19,8.0
3293404,9372,8,5,20,1.0
635773,9372,9,1,18,10.0
1762479,9372,10,3,18,16.0
3138245,9372,11,4,9,1.0
444379,9372,12,1,10,4.0
2371409,9372,13,1,7,7.0
3247776,9372,14,0,13,6.0
1583902,9372,15,0,11,21.0
1564562,9372,16,3,9,10.0
471781,9372,17,2,11,13.0
975707,9372,18,2,8,7.0
2285038,9372,19,1,7,6.0
1072807,9372,20,5,11,4.0
729805,9372,21,1,8,3.0
2856426,9372,22,4,9,3.0
3239285,9372,23,1,18,11.0
3175127,9372,24,3,12,9.0
2822082,9372,25,1,8,5.0
1873535,9372,26,2,8,8.0
1520368,9372,27,1,8,6.0
141128,9372,28,4,9,3.0
1147119,9372,29,3,17,6.0
2106206,9372,30,1,9,5.0
3068576,9372,31,0,13,6.0
2967142,9372,32,1,9,15.0
3083413,9372,33,6,8,5.0
2743788,9372,34,1,12,2.0
515545,9372,35,2,8,15.0
1515586,9372,36,1,9,6.0
1349436,9372,37,4,9,3.0
1788577,9372,38,1,13,4.0
2124766,9372,39,5,9,4.0
3273270,9372,40,4,16,6.0
1042580,9372,41,2,9,5.0
2384617,9372,42,5,9,3.0
2822554,9372,43,5,12,7.0
2114173,9372,44,4,11,30.0
1678690,9372,45,6,15,2.0
2278165,9372,46,2,8,3.0
2192774,9372,47,6,14,4.0
2013127,9372,48,5,12,6.0
34175,9372,49,4,11,6.0
1880761,9372,50,1,12,11.0
560375,9372,51,4,12,3.0
2299149,9430,1,0,20,
1450569,9430,2,0,11,7.0
736560,9430,3,1,11,1.0
2217634,9430,4,4,14,3.0
2349958,9430,5,5,13,22.0
1774535,9430,6,2,22,30.0
2696234,9437,1,1,8,
3080133,9437,2,1,9,7.0
1655120,9437,3,3,15,2.0
2490330,9437,4,1,9,5.0
1323290,9437,5,3,16,2.0
1659147,9437,6,1,8,5.0
336507,9437,7,3,14,2.0
360441,9437,8,1,10,5.0
1891047,9437,9,4,8,3.0
2432086,9437,10,2,10,5.0
1667365,9437,11,3,11,1.0
2191052,9437,12,3,16,0.0
822411,9437,13,1,12,5.0
3399645,9437,14,3,16,2.0
2476213,9437,15,1,8,5.0
305721,9437,16,4,10,3.0
3056967,9437,17,1,9,4.0
3123074,9437,18,3,8,2.0
2907762,9437,19,5,14,2.0
2672150,9437,20,3,7,5.0
2126810,9437,21,2,10,6.0
3156148,9437,22,4,11,2.0
1833165,9437,23,5,7,1.0
1487289,9437,24,2,11,4.0
88235,9437,25,2,11,0.0
791542,9437,26,4,8,2.0
1344721,9437,27,2,15,5.0
704701,9437,28,4,10,2.0
1795304,9437,29,1,14,4.0
3015936,9437,30,4,8,3.0
2084575,9437,31,1,13,4.0
1669010,9437,32,4,12,3.0
852833,9437,33,1,8,4.0
939944,9437,34,1,9,0.0
1690590,9437,35,1,11,7.0
1767668,9437,36,4,10,3.0
1150551,9437,37,1,12,4.0
655227,9437,38,2,7,1.0
1316920,9437,39,4,14,2.0
2804593,9437,40,2,9,5.0
3047557,9437,41,4,10,2.0
732259,9437,42,0,11,3.0
3380043,9437,43,4,11,4.0
160647,9437,44,2,8,5.0
1017219,9437,45,3,12,1.0
483296,9437,46,2,13,6.0
2548735,9437,47,5,14,3.0
2962979,9437,48,4,14,6.0
2455416,9437,49,6,12,2.0
3296747,9437,50,3,11,4.0
2978631,9437,51,1,10,5.0
2295191,9437,52,3,14,2.0
3147384,9437,53,1,13,5.0
1508750,9437,54,2,12,1.0
2751416,9437,55,5,11,3.0
2204053,9437,56,3,15,5.0
1107912,9437,57,2,8,6.0
2595250,9437,58,3,12,1.0
1479793,9437,59,4,9,1.0
2665803,9437,60,5,11,1.0
3165307,9437,61,5,11,0.0
2758506,9437,62,4,11,6.0
1378207,9437,63,1,9,4.0
1042693,9437,64,2,17,1.0
1362936,9437,65,4,12,2.0
2467991,9437,66,1,9,4.0
1752481,9437,67,3,13,2.0
1096480,9437,68,3,12,7.0
2852408,9437,69,2,7,6.0
2277601,9437,70,4,10,2.0
2285835,9437,71,5,13,1.0
2048837,9437,72,2,11,4.0
2613217,9437,73,1,9,6.0
2298729,9437,74,2,11,1.0
1671005,9437,75,3,11,1.0
1229791,9437,76,2,8,6.0
47559,9437,77,3,15,1.0
1714118,9437,78,2,8,6.0
2468329,9437,79,3,14,1.0
1369519,9437,80,2,9,6.0
2260942,9437,81,3,12,1.0
252647,9437,82,4,9,1.0
1319356,9437,83,5,17,1.0
1360595,9437,84,2,18,4.0
2496918,9437,85,5,10,3.0
1140343,9437,86,2,16,4.0
2274354,9437,87,5,16,3.0
597624,9437,88,3,12,5.0
3170511,9437,89,5,10,2.0
2077482,9437,90,2,16,4.0
261071,9437,91,5,9,3.0
2361567,9437,92,2,16,4.0
2048120,9437,93,5,17,3.0
1098371,9437,94,2,16,4.0
1342654,9437,95,4,18,2.0
2694954,9437,96,2,17,5.0
1698800,9437,97,4,18,2.0
1477211,9437,98,1,15,4.0
62994,9437,99,2,17,1.0
76901,9437,100,3,15,1.0
746124,9459,1,6,10,
513069,9459,2,5,18,6.0
1759604,9459,3,6,15,8.0
2089788,9459,4,5,14,6.0
773146,9459,5,2,17,18.0
1124809,9459,6,3,17,1.0
3157274,9459,7,1,12,12.0
2005794,9459,8,1,15,7.0
1814892,9459,9,0,14,6.0
2671743,9459,10,6,9,30.0
3204849,9459,11,0,16,22.0
1828872,9459,12,4,8,4.0
3176363,9459,13,6,15,9.0
985137,9459,14,6,10,7.0
403800,9459,15,5,10,13.0
1869427,9459,16,6,10,8.0
2337506,9459,17,5,19,13.0
1981695,9459,18,5,11,14.0
1845938,9459,19,5,17,30.0
1729020,9459,20,6,7,8.0
528578,9459,21,0,10,1.0
909507,9459,22,0,11,14.0
3374225,9459,23,0,8,14.0
3216813,9459,24,3,8,10.0
1477087,9459,25,3,18,14.0
2944021,9459,26,6,14,10.0
2174406,9459,27,4,17,5.0
674979,9459,28,5,22,15.0
1671255,9459,29,6,15,15.0
3188785,9459,30,0,9,1.0
1256734,9476,1,1,12,
2210637,9476,2,2,16,1.0
3119847,9476,3,2,17,7.0
568121,9476,4,3,13,1.0
892615,9476,5,4,9,22.0
179530,9476,6,4,11,0.0
1368788,9476,7,5,18,1.0
602540,9476,8,6,10,1.0
1709869,9476,9,4,9,19.0
1387351,9476,10,1,22,4.0
1295625,9476,11,1,17,7.0
2651131,9476,12,3,13,2.0
1559805,9476,13,6,18,3.0
611314,9476,14,2,14,3.0
1890416,9476,15,4,22,2.0
2783796,9476,16,6,11,2.0
725903,9476,17,1,10,2.0
467104,9476,18,3,15,2.0
2524346,9476,19,5,14,2.0
1768251,9476,20,0,16,9.0
843643,9476,21,2,12,2.0
223240,9476,22,1,7,13.0
1849833,9476,23,3,13,2.0
1411543,9476,24,0,13,4.0
427545,9476,25,3,17,3.0
2637623,9476,26,6,7,3.0
834423,9476,27,3,13,4.0
735669,9476,28,3,15,14.0
475855,9476,29,3,11,7.0
434387,9476,30,5,8,2.0
313654,9476,31,0,15,2.0
3201240,9476,32,0,14,7.0
1293348,9476,33,2,10,2.0
3314937,9476,34,5,14,3.0
1185994,9476,35,4,7,6.0
2322465,9476,36,0,10,3.0
2555958,9476,37,3,7,3.0
3004615,9476,38,0,8,4.0
186966,9476,39,3,16,3.0
3087252,9476,40,0,12,4.0
1502171,9476,41,2,10,16.0
2850921,9476,42,3,17,1.0
1312840,9476,43,5,15,2.0
913450,9476,44,0,7,2.0
1954439,9476,45,1,18,1.0
2293963,9476,46,6,19,5.0
1397588,9476,47,3,9,4.0
3176855,9476,48,0,13,4.0
1011888,9476,49,2,12,2.0
2555441,9476,50,5,7,3.0
789346,9476,51,4,14,6.0
1160145,9476,52,5,16,1.0
3172683,9476,53,4,22,6.0
3183898,9476,54,2,18,12.0
1252662,9476,55,1,7,6.0
1270460,9476,56,4,15,3.0
1094262,9476,57,5,14,1.0
1610427,9476,58,2,6,4.0
493238,9476,59,5,17,3.0
808457,9476,60,5,15,7.0
710874,9476,61,6,9,1.0
2430776,9476,62,0,7,8.0
2993374,9476,63,5,14,5.0
3220894,9476,64,0,12,2.0
3130053,9476,65,2,14,2.0
1252589,9476,66,5,6,3.0
913342,9476,67,2,21,4.0
1905792,9476,68,3,9,1.0
460154,9476,69,5,13,2.0
3274717,9476,70,1,16,3.0
2918872,9476,71,3,11,2.0
2606609,9476,72,6,19,3.0
1489082,9476,73,3,19,4.0
1036006,9476,74,6,10,3.0
1112317,9476,75,1,14,2.0
2873907,9476,76,1,10,7.0
818140,9476,77,6,11,5.0
3280640,9476,78,6,17,0.0
2947239,9476,79,1,14,2.0
2293221,9476,80,3,15,2.0
2960737,9476,81,0,12,4.0
1627411,9476,82,5,18,5.0
3374760,9476,83,2,12,4.0
1136282,9476,84,3,11,1.0
1549245,9476,85,5,10,2.0
3253839,9476,86,3,10,5.0
2180679,9476,87,0,10,4.0
2128733,9476,88,1,13,8.0
602351,9499,1,6,15,
94082,9499,2,0,16,8.0
2967264,9499,3,2,12,16.0
1885580,9499,4,2,16,30.0
759004,9499,5,6,13,30.0
2480636,9499,6,3,16,30.0
2451890,9534,1,0,10,
1487647,9534,2,5,15,5.0
1371021,9534,3,0,15,2.0
84164,9534,4,0,9,7.0
1021051,9534,5,5,17,12.0
3162997,9534,6,5,13,14.0
2445731,9534,7,3,7,5.0
1608617,9534,8,5,19,2.0
2028530,9534,9,0,15,2.0
2786778,9534,10,3,22,3.0
236311,9534,11,2,14,6.0
3191396,9534,12,4,14,2.0
3298766,9534,13,5,17,1.0
2667738,9534,14,6,14,1.0
2975038,9534,15,2,10,3.0
2431286,9534,16,2,19,0.0
1488410,9534,17,6,13,4.0
416198,9534,18,6,15,7.0
497131,9534,19,0,8,1.0
2347185,9534,20,5,20,5.0
1658108,9534,21,1,14,3.0
1629451,9534,22,4,10,3.0
2857141,9534,23,4,20,0.0
1761370,9534,24,0,12,3.0
1402960,9534,25,5,15,5.0
675711,9534,26,2,15,4.0
1471603,9534,27,6,10,4.0
2588761,9534,28,0,19,1.0
2540215,9534,29,2,8,9.0
1597855,9534,30,6,18,4.0
3092515,9534,31,6,18,7.0
3093298,9534,32,0,11,1.0
1163203,9534,33,1,11,1.0
514784,9534,34,5,16,4.0
1898224,9534,35,6,15,8.0
1852320,9534,36,6,22,0.0
929601,9534,37,5,10,13.0
1758945,9534,38,5,14,0.0
1521038,9534,39,6,14,8.0
1425595,9534,40,0,16,1.0
775219,9534,41,1,9,8.0
2099263,9534,42,3,8,2.0
2749725,9534,43,3,13,0.0
315577,9534,44,6,9,3.0
1398571,9534,45,4,20,5.0
2744199,9534,46,6,18,2.0
1199482,9534,47,6,14,7.0
1600614,9534,48,4,19,5.0
2412273,9534,49,6,13,2.0
737815,9534,50,6,9,7.0
2926300,9534,51,1,19,2.0
2706528,9534,52,5,11,4.0
1410385,9534,53,3,14,5.0
1734519,9534,54,6,8,3.0
3095820,9534,55,5,14,6.0
2666874,9534,56,5,18,0.0
2517762,9534,57,6,15,1.0
593362,9534,58,1,8,2.0
553121,9534,59,6,8,5.0
312183,9534,60,0,14,1.0
2455143,9534,61,5,10,5.0
2931138,9534,62,0,11,2.0
1957204,9534,63,2,8,2.0
2847195,9534,64,3,11,1.0
3346065,9534,65,5,11,2.0
438431,9534,66,5,16,0.0
2453885,9534,67,6,9,1.0
2443074,9534,68,0,18,1.0
1508703,9534,69,5,10,5.0
2687053,9534,70,5,14,0.0
2689381,9534,71,6,14,1.0
1032349,9534,72,0,8,1.0
2862138,9534,73,6,15,6.0
575385,9534,74,1,9,2.0
2055646,9534,75,5,18,4.0
3076041,9534,76,2,7,4.0
2196562,9534,77,6,10,4.0
2413763,9534,78,0,14,1.0
1792144,9534,79,4,15,4.0
2250268,9534,80,5,13,1.0
421040,9534,81,6,14,8.0
3092051,9534,82,3,14,4.0
1443333,9534,83,4,21,1.0
1776008,9534,84,6,12,2.0
786644,9534,85,1,10,2.0
1632030,9534,86,2,20,1.0
2472616,9534,87,5,8,3.0
1866838,9534,88,6,14,1.0
1016277,9534,89,1,12,9.0
2963199,9534,90,6,7,12.0
3063861,9534,91,6,14,7.0
2693956,9534,92,2,16,3.0
1185734,9534,93,0,7,5.0
519949,9534,94,6,9,6.0
2610832,9534,95,6,17,14.0
737845,9534,96,0,10,1.0
1337724,9534,97,4,16,4.0
1244710,9534,98,6,7,2.0
687315,9534,99,6,20,0.0
1552083,9575,1,6,12,
159501,9575,2,5,18,27.0
1003477,9575,3,2,9,30.0
559407,9575,4,5,14,10.0
2045341,9575,5,5,14,14.0
949296,9575,6,1,13,10.0
1784991,9575,7,3,15,2.0
969172,9591,1,4,16,
3354498,9591,2,0,16,17.0
3180473,9591,3,2,18,16.0
33664,9591,4,4,18,9.0
286462,9591,5,0,13,17.0
694125,9591,6,0,16,7.0
2783456,9591,7,1,14,8.0
239092,9591,8,3,16,16.0
3167932,9591,9,3,18,0.0
472432,9591,10,3,17,14.0
163265,9591,11,4,18,1.0
409231,9591,12,5,16,15.0
1167953,9591,13,2,17,11.0
2862237,9591,14,2,18,14.0
2941364,9591,15,3,15,30.0
2192404,9591,16,3,10,28.0
1794134,9591,17,3,15,21.0
1942028,9591,18,6,14,10.0
1017382,9591,19,3,10,11.0
1034692,9591,20,3,14,14.0
2083822,9591,21,3,12,21.0
1355807,9591,22,3,12,0.0
2107180,9591,23,4,15,30.0
3095532,9591,24,3,18,20.0
356272,9617,1,6,5,
870133,9617,2,6,13,30.0
149601,9617,3,0,12,30.0
1800278,9617,4,3,18,10.0
908291,9617,5,6,16,17.0
2637587,9617,6,4,18,19.0
909013,9617,7,0,17,30.0
3125100,9617,8,0,13,30.0
1599374,9655,1,3,14,
200898,9655,2,2,18,30.0
1795820,9655,3,5,13,10.0
2292888,9655,4,3,10,5.0
2660278,9655,5,3,10,0.0
3041921,9655,6,3,14,0.0
1799401,9655,7,2,11,6.0
1981206,9655,8,1,10,6.0
432554,9655,9,3,15,16.0
332143,9655,10,4,17,1.0
2745791,9655,11,2,13,12.0
57357,9655,12,2,18,14.0
2439537,9655,13,2,17,7.0
1548865,9655,14,4,11,9.0
2357237,9655,15,1,16,4.0
3350820,9655,16,1,11,7.0
3325703,9655,17,3,13,2.0
1475334,9655,18,5,9,2.0
2077511,9655,19,1,11,3.0
2363989,9655,20,2,10,1.0
217088,9655,21,3,13,1.0
702827,9655,22,4,11,1.0
2120755,9655,23,5,12,1.0
2259398,9655,24,4,10,6.0
1343975,9655,25,1,11,4.0
1573976,9655,26,2,14,1.0
2410457,9655,27,1,14,6.0
3193427,9655,28,1,16,0.0
1650283,9655,29,2,10,1.0
1332177,9655,30,4,10,2.0
2188257,9655,31,2,9,5.0
1687810,9655,32,4,12,2.0
1908978,9655,33,4,14,0.0
118196,9655,34,5,12,1.0
2732974,9655,35,1,16,3.0
746332,9655,36,2,12,1.0
2736157,9655,37,4,13,2.0
1822845,9655,38,5,9,15.0
2137407,9655,39,1,13,3.0
2035625,9655,40,2,10,1.0
2753500,9655,41,3,15,1.0
1847493,9655,42,1,14,5.0
2142739,9655,43,5,10,4.0
32803,9655,44,5,11,0.0
1218647,9655,45,2,10,4.0
3189294,9655,46,4,16,2.0
2343969,9655,47,5,11,15.0
686065,9655,48,5,10,7.0
3118479,9655,49,5,10,7.0
802287,9655,50,5,10,7.0
1220298,9655,51,1,11,3.0
2886786,9655,52,2,17,1.0
383451,9655,53,3,16,1.0
587927,9655,54,1,11,5.0
246248,9655,55,4,16,3.0
71540,9655,56,3,11,6.0
636651,9655,57,5,11,2.0
1286450,9655,58,5,13,0.0
1407805,9655,59,4,9,6.0
3200739,9655,60,1,11,4.0
302051,9655,61,3,10,2.0
3051259,9655,62,2,15,6.0
1077445,9655,63,3,10,8.0
3263623,9655,64,4,10,1.0
3402292,9655,65,2,10,5.0
1941790,9655,66,4,8,2.0
2106820,9655,67,4,17,0.0
799192,9655,68,5,9,1.0
3080628,9655,69,5,9,7.0
441502,9655,70,5,12,0.0
207283,9655,71,1,11,3.0
2146331,9655,72,4,9,3.0
1260304,9655,73,5,10,1.0
1213191,9655,74,1,10,3.0
3374011,9655,75,2,9,1.0
1887229,9655,76,3,9,1.0
864633,9655,77,5,11,2.0
3110271,9655,78,5,10,7.0
2265006,9655,79,4,9,6.0
773612,9721,1,1,9,
638319,9721,2,1,7,30.0
1879598,9721,3,5,9,18.0
903960,9721,4,4,8,30.0
1610768,9721,5,5,15,30.0
1996197,9721,6,3,12,5.0
1658691,9721,7,2,14,6.0
1874128,9721,8,3,15,1.0
1561763,9721,9,5,12,9.0
1923862,9721,10,5,12,7.0
2632964,9721,11,1,12,10.0
3155275,9721,12,5,11,4.0
3140427,9721,13,1,10,3.0
778348,9721,14,5,11,4.0
2898217,9721,15,2,8,4.0
1922797,9721,16,3,9,8.0
2173738,9784,1,1,9,
515825,9784,2,6,16,5.0
3242755,9784,3,3,10,11.0
2435145,9784,4,5,16,9.0
3391490,9784,5,5,9,7.0
2749246,9784,6,0,11,2.0
401675,9784,7,0,11,0.0
2834091,9784,8,4,17,4.0
3109623,9784,9,0,15,10.0
60395,9784,10,1,21,1.0
2695855,9784,11,3,21,2.0
540572,9784,12,6,10,3.0
609843,9784,13,1,7,2.0
2141550,9784,14,2,18,1.0
3407146,9784,15,3,21,1.0
3077657,9784,16,1,14,5.0
1056127,9784,17,4,15,3.0
1713735,9784,18,6,19,2.0
897800,9965,1,3,10,
96104,9965,2,1,14,5.0
836406,9965,3,4,16,3.0
92295,9965,4,6,11,2.0
2556622,9965,5,1,16,9.0
325990,9965,6,3,15,2.0
1285024,9965,7,1,18,12.0
854044,9965,8,0,9,6.0
2741057,9965,9,3,22,10.0
1575263,9965,10,6,11,3.0
98461,9965,11,4,11,12.0
581787,9965,12,3,22,13.0
347245,9965,13,5,13,9.0
1233220,9965,14,3,12,5.0
3233748,9965,15,0,11,4.0
2782640,9965,16,3,17,3.0
1862803,9965,17,1,16,12.0
1155665,9965,18,5,11,4.0
2303030,9965,19,6,14,1.0
1532441,9965,20,6,13,7.0
2168635,9965,21,3,12,4.0
1952341,9965,22,4,16,22.0
2469918,9965,23,4,16,28.0
1959291,9965,24,6,16,23.0
604496,9965,25,2,22,3.0
1258480,9965,26,1,10,6.0
320773,9965,27,5,19,11.0
1293717,9965,28,6,16,30.0
861840,9965,29,4,17,30.0
813736,9971,1,0,11,
2229472,9971,2,0,10,28.0
2894102,9971,3,0,9,7.0
565404,9971,4,0,9,7.0
390776,9971,5,3,13,10.0
1581933,9971,6,3,9,7.0
913584,9971,7,1,7,19.0
2192325,9971,8,0,9,27.0
1745595,9971,9,1,11,8.0
2661011,9971,10,0,16,13.0
443807,9971,11,1,17,8.0
1154960,9971,12,6,11,5.0
2263651,9971,13,6,18,7.0
2897941,9971,14,5,17,6.0
759947,9971,15,3,10,12.0
2207229,9971,16,0,17,11.0
2735229,9971,17,1,11,8.0
1060362,9971,18,3,18,9.0
453783,9983,1,0,14,
2594860,9983,2,2,19,30.0
1130247,9983,3,0,14,12.0
2735505,9983,4,5,8,5.0
1168954,9983,5,0,15,2.0
1570294,9983,6,1,15,1.0
324072,9983,7,3,14,2.0
1164340,9983,8,3,13,7.0
795998,9983,9,4,11,1.0
1125335,9983,10,1,12,11.0
3376726,9983,11,1,8,7.0
261121,9983,12,5,13,4.0
3151978,9983,13,3,10,12.0
1744986,9983,14,3,11,7.0
1481704,9983,15,0,7,4.0
1889390,9983,16,3,16,24.0
658075,9983,17,4,15,22.0
2546080,9983,18,5,8,29.0
1319321,9983,19,0,16,9.0
96186,9983,20,3,19,3.0
2312202,9983,21,6,14,3.0
275152,9983,22,2,15,3.0
1178285,9983,23,0,16,12.0
2897892,9983,24,6,15,6.0
1492646,10000,1,0,11,
1444722,10000,2,6,7,6.0
3272690,10000,3,1,11,2.0
2152976,10000,4,4,13,3.0
859342,10000,5,4,21,0.0
103998,10000,6,3,6,6.0
3146859,10000,7,5,12,2.0
2306339,10000,8,0,10,9.0
1765454,10000,9,5,15,5.0
377814,10000,10,1,6,3.0
1090401,10000,11,5,8,4.0
3204347,10000,12,5,14,0.0
2077534,10000,13,1,12,3.0
1731354,10000,14,5,10,4.0
1191621,10000,15,1,21,3.0
428409,10000,16,0,10,6.0
936532,10000,17,2,11,2.0
2300676,10000,18,0,8,5.0
236049,10000,19,0,9,7.0
715590,10000,20,1,11,1.0
2196356,10000,21,1,8,7.0
192826,10000,22,0,13,6.0
2652468,10000,23,3,15,3.0
2600064,10000,24,2,15,13.0
12156,10000,25,3,20,1.0
1550736,10000,26,6,16,10.0
793788,10000,27,3,8,4.0
1824260,10000,28,1,8,5.0
1044054,10000,29,2,7,1.0
2505014,10000,30,0,13,5.0
1104652,10000,31,4,7,4.0
2646743,10000,32,6,9,2.0
2166278,10000,33,0,9,1.0
247668,10000,34,3,6,3.0
545893,10000,35,4,21,1.0
1902338,10000,36,1,5,11.0
2327642,10000,37,6,8,5.0
2610522,10000,38,1,12,2.0
3038094,10000,39,6,16,5.0
2856130,10000,40,0,8,8.0
675149,10000,41,2,10,2.0
1762088,10000,42,5,9,17.0
2662079,10000,43,0,19,2.0
775362,10000,44,3,12,3.0
956424,10000,45,5,12,2.0
3007165,10000,46,2,12,4.0
858276,10000,47,6,7,4.0
957745,10000,48,0,7,8.0
664258,10000,49,0,11,7.0
2492781,10000,50,6,13,6.0
686954,10000,51,6,14,0.0
3128885,10000,52,6,12,7.0
1946074,10000,53,2,11,3.0
611183,10000,54,2,11,7.0
3079937,10000,55,4,6,2.0
193643,10000,56,0,7,10.0
1788987,10000,57,2,11,2.0
2864915,10000,58,4,14,2.0
842149,10000,59,1,13,4.0
1404909,10000,60,3,7,2.0
2477429,10000,61,2,8,6.0
2999447,10000,62,5,13,3.0
2511241,10000,63,1,22,3.0
3060036,10000,64,0,16,6.0
3268994,10000,65,4,20,4.0
584896,10000,66,6,11,9.0
343340,10000,67,0,12,8.0
3306425,10000,68,2,7,9.0
1125006,10000,69,4,7,2.0
951827,10000,70,6,13,2.0
1990815,10000,71,1,13,2.0
2989046,10000,72,5,9,4.0
1925217,10000,73,4,21,6.0
2819758,10005,1,1,10,
2983876,10005,2,2,11,22.0
1509924,10005,3,4,16,23.0
3232771,10005,4,1,17,11.0
2072032,10005,5,4,14,24.0
142258,10005,6,3,7,20.0
138452,10005,7,2,8,20.0
2512844,10005,8,1,9,20.0
1150210,10005,9,1,10,14.0
128579,10005,10,2,15,8.0
2004312,10005,11,0,15,12.0
3263944,10005,12,1,12,8.0
498202,10005,13,5,9,11.0
653137,10005,14,2,7,11.0
2334114,10005,15,1,11,30.0
1921201,10005,16,3,12,9.0
924667,10005,17,1,12,19.0
3073390,10005,18,1,15,7.0
3261639,10045,1,1,14,
1449040,10045,2,4,17,24.0
83102,10045,3,1,13,30.0
1648725,10045,4,0,17,20.0
1248505,10045,5,4,11,25.0
2837385,10045,6,4,8,21.0
1164829,10045,7,6,18,23.0
2916487,10045,8,3,9,18.0
2241504,10045,9,1,11,19.0
1207658,10045,10,0,10,30.0
1974916,10090,1,0,11,
976385,10090,2,6,12,13.0
2406394,10090,3,6,12,0.0
1381037,10090,4,0,15,8.0
1676058,10090,5,6,12,13.0
1934322,10090,6,0,11,8.0
2019357,10090,7,6,13,13.0
2607123,10090,8,6,18,14.0
1036767,10141,1,2,16,
21763,10141,2,0,8,30.0
177112,10141,3,2,14,9.0
1609951,10141,4,5,18,3.0
2108515,10141,5,5,14,7.0
2511515,10141,6,0,14,9.0
2378123,10141,7,3,19,10.0
437128,10141,8,0,13,25.0
1138195,10141,9,1,15,29.0
3404725,10141,10,5,18,4.0
1356418,10141,11,5,19,21.0
2227573,10141,12,1,17,3.0
1186612,10141,13,4,19,17.0
3333827,10141,14,1,15,4.0
1626409,10141,15,0,10,6.0
861941,10141,16,1,13,30.0
1578275,10141,17,4,18,3.0
1250039,10141,18,5,5,8.0
1117682,10141,19,4,18,13.0
2647999,10141,20,4,16,21.0
777784,10141,21,6,8,30.0
1446923,10141,22,6,16,14.0
2874043,10210,1,4,11,
2099758,10210,2,5,10,22.0
2227808,10210,3,2,14,18.0
2310842,10210,4,2,14,14.0
2304983,10210,5,4,11,9.0
1462453,10210,6,3,10,30.0
3379720,10210,7,4,15,8.0
1826529,10210,8,2,14,12.0
